name,type,city,rating,reviews_count,price_range,link,categories,address,phone
Detention 2.0,casual dining,Santa Ana,4.3,3583,$$$,https://www.yelp.com/biz/detention-2-0-santa-ana?osq=casual+dining,"['Venues & Event Spaces', 'Lounges', 'Hipster', 'Trendy']",N/A,(714) 560-4444
Postino Park Place,casual dining,Santa Ana,4.6,1058,$$,https://www.yelp.com/biz/postino-park-place-irvine?osq=casual+dining,"['Wine Bars', 'Breakfast & Brunch', 'Caterers', 'Trendy', 'Classy']",N/A,(949) 336-2600
Fat Of The Land,casual dining,Santa Ana,4.9,170,$$$,https://www.yelp.com/biz/fat-of-the-land-santa-ana?osq=casual+dining,"['Wine Bars', 'Modern European', 'Breakfast & Brunch', 'Hipster', 'Intimate']",N/A,(714) 486-2372
Bandito Taqueria,casual dining,Santa Ana,4.7,337,$,https://www.yelp.com/biz/bandito-taqueria-santa-ana-3?osq=casual+dining,"['Tacos', 'Casual', 'Trendy']",N/A,(657) 600-3697
American Grub,casual dining,Santa Ana,4.4,1464,$$,https://www.yelp.com/biz/american-grub-tustin?osq=casual+dining,"['Burgers', 'American', 'Beer Bar', 'Casual', 'Trendy']",N/A,(714) 505-3500
Rosa Madera,casual dining,Santa Ana,3.8,865,$$,https://www.yelp.com/biz/rosa-madera-santa-ana?osq=casual+dining,"['Mexican', 'Trendy', 'Romantic']",N/A,(714) 631-8796
The Copper Door,casual dining,Santa Ana,3.7,576,$$,https://www.yelp.com/biz/the-copper-door-santa-ana?osq=casual+dining,"['Dance Clubs', 'Venues & Event Spaces', 'Cocktail Bars', 'Hipster', 'Casual']",N/A,(714) 696-1479
Smoke & Fire Social Eatery,casual dining,Riverside,4.5,2608,$$,https://www.yelp.com/biz/smoke-and-fire-social-eatery-riverside-2?osq=casual+dining,"['Barbeque', 'American', 'Comfort Food', 'Casual', 'Trendy']",N/A,(951) 742-7309
Craftz Lounge,casual dining,Riverside,4.3,235,$$,https://www.yelp.com/biz/craftz-lounge-riverside-3?osq=casual+dining,"['Cocktail Bars', 'American', 'Lounges', 'Casual', 'Trendy']",N/A,(951) 717-9038
Urbane Cafe,casual dining,Riverside,4.6,133,$$,https://www.yelp.com/biz/urbane-cafe-riverside?osq=casual+dining,"['Sandwiches', 'Salad', 'New American', 'Casual', 'Trendy']",N/A,(858) 314-6775
Arcade Downtown,casual dining,Riverside,4.3,303,$$,https://www.yelp.com/biz/arcade-downtown-riverside-2?osq=casual+dining,"['Cafes', 'New American', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(951) 394-3809
Mamma Mia Restaurant and Bar - Riverside,casual dining,Riverside,4.7,1126,$$,https://www.yelp.com/biz/mamma-mia-restaurant-and-bar-riverside-riverside?osq=casual+dining,"['Italian', 'Pizza', 'Cocktail Bars', 'Casual', 'Romantic']",N/A,(951) 729-5555
Estrella Taqueria Lounge,casual dining,Riverside,4.0,439,$$,https://www.yelp.com/biz/estrella-taqueria-lounge-riverside-2?osq=casual+dining,"['Mexican', 'Casual', 'Trendy']",N/A,(951) 999-4323
Thompson Brewing,casual dining,Riverside,4.5,598,$$,https://www.yelp.com/biz/thompson-brewing-riverside-2?osq=casual+dining,"['American', 'Brewpubs', 'Beer Bar', 'Casual', 'Trendy']",N/A,(951) 289-7533
Riverside Food Lab,casual dining,Riverside,4.0,821,$$,https://www.yelp.com/biz/riverside-food-lab-riverside?osq=casual+dining,"['Food Court', 'Casual', 'Hipster']",N/A,N/A
Carolyn’s Cafe,casual dining,Riverside,4.6,3719,$$,https://www.yelp.com/biz/carolyns-cafe-redlands-2?osq=casual+dining,"['Breakfast & Brunch', 'American', 'Sandwiches', 'Casual', 'Trendy']",N/A,(909) 335-8181
The Rustik Fork Eatery,casual dining,Riverside,4.3,1107,$$,https://www.yelp.com/biz/the-rustik-fork-eatery-riverside?osq=casual+dining,"['Gastropubs', 'Burgers', 'New American', 'Casual', 'Trendy']",N/A,(951) 406-4132
The Kitchen at StoneBrier,casual dining,Stockton,4.1,591,$$$,https://www.yelp.com/biz/the-kitchen-at-stonebrier-stockton?osq=casual+dining,"['New American', 'Seafood', 'Breakfast & Brunch', 'Classy', 'Upscale']",N/A,(209) 932-9322
The Black Rabbit,casual dining,Stockton,4.3,152,$$,https://www.yelp.com/biz/the-black-rabbit-stockton-2?osq=casual+dining,"['Gastropubs', 'New American', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(209) 323-5141
Avenue Grill,casual dining,Stockton,4.5,615,$$,https://www.yelp.com/biz/avenue-grill-lodi?osq=casual+dining,"['American', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(209) 333-8006
FED,casual dining,Stockton,3.9,184,$$,https://www.yelp.com/biz/fed-stockton-2?osq=casual+dining,"['New American', 'Bars', 'American', 'Trendy', 'Casual']",N/A,(209) 594-0339
Pietro’s,casual dining,Stockton,4.3,1664,$$,https://www.yelp.com/biz/pietros-lodi?osq=casual+dining,"['Italian', 'Desserts', 'Wine Bars', 'Classy', 'Casual']",N/A,(209) 368-0613
Market Tavern,casual dining,Stockton,4.0,1795,$$,https://www.yelp.com/biz/market-tavern-stockton-2?osq=casual+dining,"['New American', 'Seafood', 'Pizza', 'Trendy', 'Upscale']",N/A,(209) 932-8001
German Guys,casual dining,Stockton,4.7,359,$$,https://www.yelp.com/biz/german-guys-stockton?osq=casual+dining,"['German', 'Beer Gardens', 'Casual', 'Intimate']",N/A,(209) 990-1391
Heirloom Kitchen,casual dining,Stockton,4.0,424,$$,https://www.yelp.com/biz/heirloom-kitchen-stockton-2?osq=casual+dining,"['Burgers', 'Breakfast & Brunch', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(209) 477-9513
The Well,casual dining,Stockton,4.8,129,N/A,https://www.yelp.com/biz/the-well-stockton?osq=casual+dining,"['Coffee & Tea', 'Coffee Roasteries', 'American']",N/A,(209) 645-2209
Falafel Corner,casual dining,Stockton,4.4,46,N/A,https://www.yelp.com/biz/falafel-corner-stockton?osq=casual+dining,"['Fast Food', 'Mediterranean', 'Burgers']",N/A,(209) 451-3718
Hangar 24 Orange County,casual dining,Irvine,3.9,547,$$,https://www.yelp.com/biz/hangar-24-orange-county-irvine-3?osq=casual+dining,['Breweries'],N/A,(949) 799-0020
Postino Park Place,casual dining,Irvine,4.6,1058,$$,https://www.yelp.com/biz/postino-park-place-irvine?osq=casual+dining,"['Wine Bars', 'Breakfast & Brunch', 'Caterers', 'Trendy', 'Classy']",N/A,(949) 336-2600
Bosscat Kitchen and Libations,casual dining,Irvine,4.3,5664,$$,https://www.yelp.com/biz/bosscat-kitchen-and-libations-irvine-3?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Cocktail Bars', 'Trendy', 'Casual']",N/A,(949) 333-0917
Amarith Farmhouse Restaurant & Pie Shoppe,casual dining,Irvine,4.4,600,$$,https://www.yelp.com/biz/amarith-farmhouse-restaurant-and-pie-shoppe-fountain-valley-2?osq=casual+dining,"['New American', 'Breakfast & Brunch', 'Bakeries', 'Casual', 'Trendy']",N/A,(714) 962-9881
Burnt Crumbs,casual dining,Irvine,4.3,1670,$$,https://www.yelp.com/biz/burnt-crumbs-irvine?osq=casual+dining,"['New American', 'Sandwiches', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(949) 502-5998
Hook & Anchor,casual dining,Irvine,4.6,2051,$$,https://www.yelp.com/biz/hook-and-anchor-costa-mesa?osq=casual+dining,"['Seafood', 'Wine Bars', 'Steakhouses', 'Casual', 'Touristy']",N/A,(949) 423-7169
The Cut,casual dining,Irvine,4.3,2013,$$,https://www.yelp.com/biz/the-cut-irvine-10?osq=casual+dining,"['Burgers', 'American', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(949) 333-3434
Irvine Grill,casual dining,Irvine,3.7,610,$$,https://www.yelp.com/biz/irvine-grill-irvine-2?osq=casual+dining,"['Mediterranean', 'Persian/Iranian', 'Seafood', 'Casual', 'Classy']",N/A,(949) 333-3814
American Grub,casual dining,Irvine,4.4,1464,$$,https://www.yelp.com/biz/american-grub-tustin?osq=casual+dining,"['Burgers', 'American', 'Beer Bar', 'Casual', 'Trendy']",N/A,(714) 505-3500
Cozy Pine,casual dining,Irvine,3.9,205,N/A,https://www.yelp.com/biz/cozy-pine-irvine-2?osq=casual+dining,"['Speakeasies', 'Hipster', 'Trendy']",N/A,N/A
Common Theory Chula Vista,casual dining,Chula Vista,4.5,270,$$,https://www.yelp.com/biz/common-theory-chula-vista-chula-vista?osq=casual+dining,"['Gastropubs', 'Trendy', 'Hipster']",N/A,(619) 271-6698
Sammy’s Restaurant & Bar,casual dining,Chula Vista,4.3,207,$$,https://www.yelp.com/biz/sammys-restaurant-and-bar-chula-vista-2?osq=casual+dining,"['Pizza', 'New American', 'Asian Fusion', 'Trendy', 'Casual']",N/A,(619) 425-3333
Farmer’s Table - Chula Vista,casual dining,Chula Vista,3.9,934,$$,https://www.yelp.com/biz/farmers-table-chula-vista-chula-vista?osq=casual+dining,"['New American', 'Sandwiches', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(619) 207-0325
Urbane Cafe,casual dining,Chula Vista,4.4,100,$$,https://www.yelp.com/biz/urbane-cafe-chula-vista-3?osq=casual+dining,"['Sandwiches', 'Salad', 'New American', 'Casual', 'Hipster']",N/A,(619) 310-9448
Board & Brew - Eastlake,casual dining,Chula Vista,4.0,378,$$,https://www.yelp.com/biz/board-and-brew-eastlake-chula-vista?osq=casual+dining,"['Beer Bar', 'Sandwiches', 'Casual', 'Trendy']",N/A,(619) 494-4059
Novo Brazil Brewing,casual dining,Chula Vista,3.8,459,$$,https://www.yelp.com/biz/novo-brazil-brewing-chula-vista-2?osq=casual+dining,"['Breweries', 'Brazilian']",N/A,(858) 294-3175
Smokey and the Brisket,casual dining,Chula Vista,4.0,729,$$,https://www.yelp.com/biz/smokey-and-the-brisket-la-mesa?osq=casual+dining,"['Barbeque', 'New American', 'Diners', 'Casual', 'Trendy']",N/A,(619) 439-6544
JCK Asia Kitchen & Bar,casual dining,Chula Vista,4.8,710,$$,https://www.yelp.com/biz/jck-asia-kitchen-bar-and-grill-chula-vista-3?osq=casual+dining,"['Noodles', 'Dim Sum', 'Asian Fusion', 'Casual', 'Trendy']",N/A,(619) 439-1626
Vogue Tavern,casual dining,Chula Vista,4.3,243,$$,https://www.yelp.com/biz/vogue-tavern-chula-vista?osq=casual+dining,"['Burgers', 'Sports Bars', 'Cocktail Bars', 'Casual', 'Divey']",N/A,(619) 371-3322
Saint James French Diner,casual dining,Chula Vista,4.3,229,$$,https://www.yelp.com/biz/saint-james-french-diner-san-diego?osq=casual+dining,"['French', 'Bars', 'Diners', 'Casual', 'Romantic']",N/A,(619) 678-1007
Simpang Asia,ethnic food,Los Angeles,4.2,2330,$$,https://www.yelp.com/biz/simpang-asia-los-angeles?osq=ethnic+food,"['Indonesian', 'Malaysian', 'Halal', 'Casual', 'Hipster']",N/A,(310) 815-9075
Ipoh Kopitiam,ethnic food,Los Angeles,4.3,1459,$$,https://www.yelp.com/biz/ipoh-kopitiam-alhambra?osq=ethnic+food,"['Malaysian', 'Casual', 'Trendy']",N/A,(626) 703-4198
Banadir Somali Restaurant,ethnic food,Los Angeles,4.7,401,$$,https://www.yelp.com/biz/banadir-somali-restaurant-inglewood?osq=ethnic+food,"['Somali', 'Halal', 'Casual', 'Divey']",N/A,(310) 419-9900
Levant Bistro + Bake Shop,ethnic food,Los Angeles,4.6,265,$$,https://www.yelp.com/biz/levant-bistro-bake-shop-los-angeles-2?osq=ethnic+food,"['Gluten-Free', 'Mediterranean', 'Lebanese', 'Casual', 'Trendy']",N/A,(213) 538-2685
Polka Polish Restaurant,ethnic food,Los Angeles,4.1,911,$$,https://www.yelp.com/biz/polka-polish-restaurant-los-angeles-2?osq=ethnic+food,"['Polish', 'Casual', 'Intimate']",N/A,(323) 255-7887
Dolan’s Uyghur Cuisine,ethnic food,Los Angeles,4.4,708,$$,https://www.yelp.com/biz/dolan-s-uyghur-cuisine-alhambra-2?osq=ethnic+food,"['Turkish', 'Halal', 'Chinese', 'Casual', 'Classy']",N/A,(626) 782-7555
Carousel Restaurant,ethnic food,Los Angeles,4.4,974,$$$,https://www.yelp.com/biz/carousel-restaurant-los-angeles?osq=ethnic+food,"['Armenian', 'Lebanese', 'Casual', 'Intimate']",N/A,(323) 660-8060
Rice N’ Spice,ethnic food,Los Angeles,4.5,378,$$,https://www.yelp.com/biz/rice-n-spice-anaheim?osq=ethnic+food,"['Sri Lankan', 'Casual', 'Touristy']",N/A,(657) 230-9275
Moun Of Tunis Restaurant,ethnic food,Los Angeles,4.2,351,$$,https://www.yelp.com/biz/moun-of-tunis-restaurant-los-angeles?osq=ethnic+food,"['Moroccan', 'African', 'Halal', 'Romantic', 'Intimate']",N/A,(323) 874-3333
Country Style Jamaican Restaurant,ethnic food,Los Angeles,4.4,531,$$,https://www.yelp.com/biz/country-style-jamaican-restaurant-inglewood?osq=ethnic+food,"['Caribbean', 'Casual', 'Divey']",N/A,(424) 227-6915
Georgian Cheese Boat,ethnic food,San Francisco,4.6,160,$$,https://www.yelp.com/biz/georgian-cheese-boat-san-francisco?osq=ethnic+food,"['Georgian', 'Casual', 'Touristy']",N/A,(415) 757-0562
Komaaj,ethnic food,San Francisco,4.7,254,$$,https://www.yelp.com/biz/komaaj-san-francisco-7?osq=ethnic+food,"['Persian/Iranian', 'Vegetarian', 'Wraps', 'Casual', 'Trendy']",N/A,(415) 598-8286
Burma Superstar,ethnic food,San Francisco,4.2,7816,$$,https://www.yelp.com/biz/burma-superstar-san-francisco-2?osq=ethnic+food,"['Burmese', 'Salad', 'Noodles', 'Casual', 'Trendy']",N/A,(415) 387-2147
Leleka,ethnic food,San Francisco,4.7,336,$$,https://www.yelp.com/biz/leleka-san-francisco-4?osq=ethnic+food,"['Ukrainian', 'Soup', 'Bakeries', 'Casual', 'Divey']",N/A,(415) 901-3434
Lokma,ethnic food,San Francisco,4.6,927,$$,https://www.yelp.com/biz/lokma-san-francisco?osq=ethnic+food,"['Mediterranean', 'Breakfast & Brunch', 'Vegetarian', 'Casual', 'Trendy']",N/A,(415) 702-6263
Movida,ethnic food,San Francisco,4.2,221,N/A,https://www.yelp.com/biz/movida-san-francisco?osq=ethnic+food,"['Persian/Iranian', 'Mexican', 'Trendy', 'Upscale']",N/A,(415) 212-6672
Yemen Kitchen,ethnic food,San Francisco,4.7,333,$$,https://www.yelp.com/biz/yemen-kitchen-san-francisco?osq=ethnic+food,"['Middle Eastern', 'Mediterranean', 'Casual', 'Divey']",N/A,(415) 214-3575
Lavash,ethnic food,San Francisco,4.2,1777,$$$,https://www.yelp.com/biz/lavash-san-francisco-2?osq=ethnic+food,"['Persian/Iranian', 'Wine Bars', 'Mediterranean', 'Intimate', 'Romantic']",N/A,(415) 664-5555
House of Tadu Ethiopian Kitchen,ethnic food,San Francisco,4.4,483,$$,https://www.yelp.com/biz/house-of-tadu-ethiopian-kitchen-san-francisco-4?osq=ethnic+food,"['Ethiopian', 'Casual', 'Trendy']",N/A,(415) 655-9344
Burma Love,ethnic food,San Francisco,4.1,1850,$$,https://www.yelp.com/biz/burma-love-san-francisco-10?osq=ethnic+food,"['Burmese', 'Cocktail Bars', 'Seafood', 'Trendy', 'Casual']",N/A,(415) 861-2100
Pomegranate Russian-Georgian Restaurant,ethnic food,San Diego,4.4,2173,$$,https://www.yelp.com/biz/pomegranate-russian-georgian-restaurant-san-diego?osq=ethnic+food,"['Russian', 'Georgian', 'Casual', 'Intimate']",N/A,(619) 298-4007
Muzita Abyssinian Bistro,ethnic food,San Diego,4.4,2135,$$,https://www.yelp.com/biz/muzita-abyssinian-bistro-san-diego?osq=ethnic+food,"['Ethiopian', 'Vegetarian', 'Eritrean', 'Intimate', 'Casual']",N/A,(619) 546-7900
Antojitos Colombianos Restaurant,ethnic food,San Diego,4.6,519,$$,https://www.yelp.com/biz/antojitos-colombianos-restaurant-san-diego-2?osq=ethnic+food,"['Colombian', 'Casual', 'Divey']",N/A,(619) 237-0396
Flavors of East Africa,ethnic food,San Diego,4.3,1194,$$,https://www.yelp.com/biz/flavors-of-east-africa-san-diego?osq=ethnic+food,"['African', 'Soul Food', 'Party & Event Planning', 'Casual', 'Divey']",N/A,(619) 955-8778
Alforon,ethnic food,San Diego,4.6,1877,$$,https://www.yelp.com/biz/alforon-san-diego-7?osq=ethnic+food,"['Mediterranean', 'Lebanese', 'Comfort Food', 'Casual', 'Intimate']",N/A,(619) 269-9904
Faridas Somalian Cuisine,ethnic food,San Diego,4.4,133,$,https://www.yelp.com/biz/faridas-somalian-cuisine-san-diego?osq=ethnic+food,"['African', 'Somali', 'Halal', 'Casual', 'Divey']",N/A,(619) 264-2995
Encuentro Cafe,ethnic food,San Diego,4.4,716,$$,https://www.yelp.com/biz/encuentro-cafe-san-diego?osq=ethnic+food,"['Venezuelan', 'Casual', 'Intimate']",N/A,(619) 260-8060
Caribbean Pleasure,ethnic food,San Diego,4.4,47,N/A,https://www.yelp.com/biz/caribbean-pleasure-san-diego?osq=ethnic+food,"['Caribbean', 'Casual', 'Trendy']",N/A,(619) 782-9263
Khyber Pass Zarparan,ethnic food,San Diego,4.4,913,$$,https://www.yelp.com/biz/khyber-pass-zarparan-san-diego?osq=ethnic+food,"['Afghan', 'Persian/Iranian', 'Halal', 'Classy', 'Romantic']",N/A,(619) 294-7579
Pushkin Lounge & Bar,ethnic food,San Diego,4.3,1115,$$$,https://www.yelp.com/biz/pushkin-lounge-and-bar-san-diego-3?osq=ethnic+food,"['Cocktail Bars', 'Hookah Bars', 'Sushi Bars', 'Romantic', 'Classy']",N/A,(619) 496-1908
Casablanca Moroccan Restaurant,ethnic food,Sacramento,4.6,651,$$,https://www.yelp.com/biz/casablanca-moroccan-restaurant-sacramento?osq=ethnic+food,"['Moroccan', 'Intimate', 'Casual']",N/A,(916) 470-4704
Noroc Restaurant,ethnic food,Sacramento,4.3,77,N/A,https://www.yelp.com/biz/noroc-restaurant-carmichael?osq=ethnic+food,"['Desserts', 'Salad', 'Modern European']",N/A,(916) 485-7747
Caravan Uzbek Cuisine Halal,ethnic food,Sacramento,4.6,74,$$,https://www.yelp.com/biz/caravan-uzbek-cuisine-halal-citrus-heights?osq=ethnic+food,"['Uzbek', 'Kosher', 'Halal', 'Casual', 'Trendy']",N/A,(279) 500-7777
Kind Bean Cafe,ethnic food,Sacramento,4.8,93,N/A,https://www.yelp.com/biz/kind-bean-cafe-sacramento-2?osq=ethnic+food,"['Cafes', 'Ethiopian', 'Casual', 'Touristy']",N/A,(279) 345-0909
Abyssinia Ethiopian Restaurant,ethnic food,Sacramento,4.4,467,$$,https://www.yelp.com/biz/abyssinia-ethiopian-restaurant-sacramento-2?osq=ethnic+food,"['Ethiopian', 'Bars', 'Juice Bars & Smoothies', 'Casual', 'Intimate']",N/A,(916) 481-1580
Queen Sheba Ethiopian Cuisine,ethnic food,Sacramento,4.2,1164,$$,https://www.yelp.com/biz/queen-sheba-ethiopian-cuisine-sacramento?osq=ethnic+food,"['Ethiopian', 'Casual', 'Intimate']",N/A,(916) 446-1223
Dubplate Kitchen & Jamaican Cuisine,ethnic food,Sacramento,4.3,500,$$,https://www.yelp.com/biz/dubplate-kitchen-and-jamaican-cuisine-sacramento?osq=ethnic+food,"['Caribbean', 'Halal', 'Casual', 'Trendy']",N/A,(916) 339-6978
Bodega Kitchen & Cocktails,ethnic food,Sacramento,4.3,248,$$,https://www.yelp.com/biz/bodega-kitchen-and-cocktails-sacramento?osq=ethnic+food,"['Caribbean', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(916) 898-2231
Bali Kitchen,ethnic food,Sacramento,3.8,392,$$,https://www.yelp.com/biz/bali-kitchen-sacramento-2?osq=ethnic+food,"['Indonesian', 'Asian Fusion', 'Casual', 'Touristy']",N/A,(916) 446-4008
Basha Taste of Jerusalem - Temp. CLOSED,ethnic food,Sacramento,4.4,452,$$,https://www.yelp.com/biz/basha-taste-of-jerusalem-sacramento-3?osq=ethnic+food,"['Mediterranean', 'Middle Eastern', 'Halal', 'Classy', 'Romantic']",N/A,(916) 486-1944
Jubba,ethnic food,San Jose,4.5,1480,$$,https://www.yelp.com/biz/jubba-san-jose?osq=ethnic+food,"['Halal', 'Somali', 'Casual', 'Divey']",N/A,(408) 440-1504
Küsan Uyghur Cuisine,ethnic food,San Jose,4.4,712,$$,https://www.yelp.com/biz/k%C3%BCsan-uyghur-cuisine-san-jose?osq=ethnic+food,"['Kebab', 'Halal', 'Asian Fusion', 'Casual', 'Trendy']",N/A,(855) 695-8726
Gojo Ethiopian Restaurant,ethnic food,San Jose,4.3,638,$$,https://www.yelp.com/biz/gojo-ethiopian-restaurant-san-jose-2?osq=ethnic+food,"['Ethiopian', 'Gluten-Free', 'Casual', 'Intimate']",N/A,(408) 295-9546
Walia Ethiopian Cuisine,ethnic food,San Jose,4.3,1727,$$,https://www.yelp.com/biz/walia-ethiopian-cuisine-san-jose?osq=ethnic+food,"['Ethiopian', 'Gluten-Free', 'Vegetarian', 'Casual', 'Trendy']",N/A,N/A
Burma Choice,ethnic food,San Jose,4.4,576,$$,https://www.yelp.com/biz/burma-choice-san-jose-2?osq=ethnic+food,"['Burmese', 'Noodles', 'Seafood', 'Casual', 'Intimate']",N/A,(408) 440-4482
Karikku Cafe,ethnic food,San Jose,3.8,66,N/A,https://www.yelp.com/biz/karikku-cafe-fremont?osq=ethnic+food,"['Indian', 'Casual', 'Touristy']",N/A,(510) 578-8545
Bacalhau Grill,ethnic food,San Jose,4.0,295,$$,https://www.yelp.com/biz/bacalhau-grill-san-jose?osq=ethnic+food,"['Portuguese', 'Brazilian', 'Casual', 'Divey']",N/A,(408) 259-6101
Chez Sovan,ethnic food,San Jose,4.5,640,$$,https://www.yelp.com/biz/chez-sovan-san-jose?osq=ethnic+food,"['Cambodian', 'Casual', 'Divey']",N/A,(408) 287-7619
Nursel,ethnic food,San Jose,4.4,263,$$,https://www.yelp.com/biz/nursel-san-carlos-4?osq=ethnic+food,"['Russian', 'Asian Fusion', 'Uzbek', 'Casual', 'Romantic']",N/A,(650) 226-5163
Naschmarkt - Campbell,ethnic food,San Jose,4.5,1493,$$$,https://www.yelp.com/biz/naschmarkt-campbell-campbell-3?osq=ethnic+food,"['Austrian', 'German', 'Modern European', 'Classy', 'Upscale']",N/A,(408) 378-0335
Triumph African Restaurant,ethnic food,Fresno,3.3,113,$$,https://www.yelp.com/biz/triumph-african-restaurant-fresno?osq=ethnic+food,"['African', 'Trendy', 'Intimate']",N/A,(559) 405-0991
Tah Deeg Persian Cuisine,ethnic food,Fresno,4.7,278,$$,https://www.yelp.com/biz/tah-deeg-authentic-persian-cuisine-clovis?osq=ethnic+food,"['Persian/Iranian', 'Intimate', 'Classy']",N/A,(559) 321-8442
Señor Ají Peruvian Kitchen,ethnic food,Fresno,4.6,440,$$,https://www.yelp.com/biz/se%C3%B1or-aj%C3%AD-peruvian-kitchen-fresno-2?osq=ethnic+food,"['Latin American', 'Peruvian', 'Casual', 'Trendy']",N/A,(559) 375-1285
AJ’s Armenian Cuisine,ethnic food,Fresno,4.4,277,$$,https://www.yelp.com/biz/ajs-armenian-cuisine-fresno-2?osq=ethnic+food,"['Mediterranean', 'Armenian', 'Casual', 'Classy']",N/A,(559) 225-4580
Mochuelo,ethnic food,Fresno,4.4,496,$$,https://www.yelp.com/biz/mochuelo-fresno?osq=ethnic+food,"['Tapas/Small Plates', 'Spanish', 'Cocktail Bars', 'Romantic', 'Classy']",N/A,(559) 348-5555
Phoenician Garden Mediterranean Bar and Grill,ethnic food,Fresno,4.4,1033,$$,https://www.yelp.com/biz/phoenician-garden-mediterranean-bar-and-grill-fresno-2?osq=ethnic+food,"['Mediterranean', 'Greek', 'Lebanese', 'Casual', 'Classy']",N/A,(559) 261-2747
Jowli’s Filipino Cuisine,ethnic food,Fresno,3.4,174,$,https://www.yelp.com/biz/jowlis-filipino-cuisine-fresno?osq=ethnic+food,"['Filipino', 'Bakeries', 'Casual', 'Divey']",N/A,(559) 298-2563
Ararat Market,ethnic food,Fresno,4.8,404,$,https://www.yelp.com/biz/ararat-market-clovis?osq=ethnic+food,"['Armenian', 'Mediterranean', 'International Grocery', 'Casual', 'Trendy']",N/A,(559) 324-9999
Chef Paul’s Cafe,ethnic food,Fresno,4.5,849,$$,https://www.yelp.com/biz/chef-pauls-cafe-fresno-2?osq=ethnic+food,"['Soul Food', 'American', 'Comfort Food', 'Casual', 'Divey']",N/A,(559) 478-8516
Hye Market,ethnic food,Fresno,4.6,22,$,https://www.yelp.com/biz/hye-market-fresno?osq=ethnic+food,"['Grocery', 'Bakeries', 'Imported Food']",N/A,(559) 448-9791
Ammatoli,ethnic food,Long Beach,4.4,2850,$$,https://www.yelp.com/biz/ammatoli-long-beach?osq=ethnic+food,"['Mediterranean', 'Middle Eastern', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(562) 435-0808
Manaow,ethnic food,Long Beach,4.5,1250,$$,https://www.yelp.com/biz/manaow-long-beach-2?osq=ethnic+food,"['Thai', 'Casual', 'Trendy']",N/A,(562) 433-2574
Gypsy’s Persian Grill,ethnic food,Long Beach,4.3,532,$$,https://www.yelp.com/biz/gypsys-persian-grill-long-beach?osq=ethnic+food,"['Middle Eastern', 'Mediterranean', 'Persian/Iranian', 'Casual', 'Intimate']",N/A,(562) 433-8850
Aji Peruvian Cuisine,ethnic food,Long Beach,4.4,935,$$,https://www.yelp.com/biz/aji-peruvian-cuisine-long-beach-3?osq=ethnic+food,"['Peruvian', 'Latin American', 'Empanadas', 'Trendy', 'Casual']",N/A,(562) 439-8545
Phnom Penh Noodle Shack,ethnic food,Long Beach,4.4,1522,$$,https://www.yelp.com/biz/phnom-penh-noodle-shack-long-beach?osq=ethnic+food,"['Cambodian', 'Noodles', 'Soup', 'Casual', 'Divey']",N/A,(562) 433-0032
Monorom Cambodian Restaurant,ethnic food,Long Beach,4.3,653,$$,https://www.yelp.com/biz/monorom-cambodian-restaurant-long-beach-4?osq=ethnic+food,"['Cambodian', 'Vietnamese', 'Thai', 'Casual', 'Intimate']",N/A,(562) 434-1919
Uncle Fung Borneo Eatery,ethnic food,Long Beach,4.4,947,$$,https://www.yelp.com/biz/uncle-fung-borneo-eatery-long-beach?osq=ethnic+food,"['Indonesian', 'Singaporean', 'Malaysian', 'Casual', 'Trendy']",N/A,(562) 494-3888
Open Sesame,ethnic food,Long Beach,4.2,4235,$$,https://www.yelp.com/biz/open-sesame-long-beach?osq=ethnic+food,"['Lebanese', 'Wine Bars', 'Halal', 'Casual', 'Trendy']",N/A,(562) 621-1698
Beteseb Restaurant,ethnic food,Long Beach,4.8,385,$$,https://www.yelp.com/biz/beteseb-restaurant-anaheim-2?osq=ethnic+food,"['Ethiopian', 'Casual', 'Touristy']",N/A,(657) 256-1041
Awaze Ethio Fusion and Restaurant,ethnic food,Long Beach,4.8,261,$$,https://www.yelp.com/biz/awaze-ethio-fusion-and-restaurant-artesia?osq=ethnic+food,"['Ethiopian', 'Casual', 'Trendy']",N/A,(562) 263-6001
Shewhat,ethnic food,Oakland,4.9,312,$$,https://www.yelp.com/biz/shewhat-oakland?osq=ethnic+food,"['Ethiopian', 'Eritrean', 'Casual', 'Trendy']",N/A,(510) 250-9533
Burma Superstar,ethnic food,Oakland,4.1,2844,$$,https://www.yelp.com/biz/burma-superstar-oakland-6?osq=ethnic+food,"['Burmese', 'Casual', 'Trendy']",N/A,(510) 652-2900
Ruth’s Buka,ethnic food,Oakland,3.9,196,$$,https://www.yelp.com/biz/ruths-buka-oakland-2?osq=ethnic+food,"['African', 'Casual', 'Classy']",N/A,(510) 698-4086
